Source,Target,Type,Id,Label,timeset,Weight,line number,x,R
14215,12808,Undirected,151286,,,1,214,0.278004,0.00359935
14214,5635,Undirected,151287,,,1,215,0.185548,0.002074607
14213,12843,Undirected,151288,,,1,216,0.34149,0.003071012
14212,14211,Undirected,151289,,,1,217,0.198868,0.001780225
14211,12822,Undirected,151290,,,1,218,0.256554,0.001683647
14210,13469,Undirected,151291,,,1,219,0.151242,0.001217856
14209,12822,Undirected,151292,,,1,220,0.091315,0.000820757
14208,12823,Undirected,151293,,,1,221,0.456822,0.005259076
14207,13333,Undirected,151294,,,1,222,0.03724,0.000651282
14206,12816,Undirected,151295,,,1,223,0.547335,0.00315601
14205,13835,Undirected,151296,,,1,224,0.345637,0.005615469
14204,13835,Undirected,151297,,,1,225,0.113357,0.001704554
14203,12812,Undirected,151298,,,1,226,0.196225,0.002132721
14202,12790,Undirected,151299,,,1,227,0.625464,0.002883859
14201,13888,Undirected,151300,,,1,228,0.398116,0.004424862
14200,14198,Undirected,151301,,,1,229,0.177526,0.001205885
14199,14197,Undirected,151302,,,1,230,0.160008,0.001671703
14198,5896,Undirected,151303,,,1,231,0.341217,0.001692429
14197,13253,Undirected,151304,,,1,232,1.115202,0.00580916
14196,7885,Undirected,151305,,,1,233,0.496268,0.002690915
14195,13305,Undirected,151306,,,1,234,0.447677,0.002760824
14194,1922,Undirected,151307,,,1,235,0.902468,0.008365224
14193,4603,Undirected,151308,,,1,236,0.434271,0.005797121
14192,12845,Undirected,151309,,,1,237,0.499493,0.008193528
14191,2350,Undirected,151310,,,1,238,0.02549,0.000215701
14190,13518,Undirected,151311,,,1,239,0.037174,0.000535808
14189,13919,Undirected,151312,,,1,240,0.099381,0.001197881
14188,13426,Undirected,151313,,,1,241,0.012517,5.89E-05
14187,14186,Undirected,151314,,,1,242,0.018827,0.000190988
14186,12827,Undirected,151315,,,1,243,0.043775,0.000376158
14185,14021,Undirected,151316,,,1,244,0.078456,0.000324762
14184,12857,Undirected,151317,,,1,245,0.174435,0.00138768
14183,12882,Undirected,151318,,,1,246,0.219038,0.001793202
14182,13157,Undirected,151319,,,1,247,0.098532,0.001027609
14181,13832,Undirected,151320,,,1,248,0.033785,0.000312618
14180,7961,Undirected,151321,,,1,249,0.443225,0.002686422
14179,13907,Undirected,151322,,,1,250,0.169779,0.001659123
14178,13738,Undirected,151323,,,1,251,2.323971,0.021453373
14177,4339,Undirected,151324,,,1,252,0.284677,0.002798313
14176,13042,Undirected,151325,,,1,253,0.922471,0.010773695
14175,13039,Undirected,151326,,,1,254,1.040039,0.005533929
14174,14173,Undirected,151327,,,1,255,1.03144,0.006984929
14173,14172,Undirected,151328,,,1,256,1.206177,0.017605172
14172,3937,Undirected,151329,,,1,257,1.511161,0.018363973
14171,1970,Undirected,151330,,,1,258,1.397198,0.015144431
14170,13688,Undirected,151331,,,1,259,0.389716,0.004051106
14169,4234,Undirected,151332,,,1,260,0.0932,0.000883035
14168,4234,Undirected,151333,,,1,261,1.326739,0.01739704
14167,14166,Undirected,151334,,,1,262,2.313141,0.017691758
14166,13336,Undirected,151335,,,1,263,2.33436,0.017969995
14165,12894,Undirected,151336,,,1,264,0.918088,0.009868502
14164,2816,Undirected,151337,,,1,265,0.842444,0.009092529
14163,14158,Undirected,151338,,,1,266,0.783815,0.008572611
14162,12918,Undirected,151339,,,1,267,0.948682,0.00775799
14161,12897,Undirected,151340,,,1,268,0.390969,0.002802364
14160,13347,Undirected,151341,,,1,269,0.548176,0.00677243
14159,11968,Undirected,151342,,,1,270,0.60076,0.007897571
14158,12928,Undirected,151343,,,1,271,0.741854,0.00915603
14157,13958,Undirected,151344,,,1,272,0.288228,0.003833194
14156,13963,Undirected,151345,,,1,273,0.248394,0.001744735
14155,13651,Undirected,151346,,,1,274,0.147906,0.001288205
14154,12133,Undirected,151347,,,1,275,0.402448,0.003824283
14153,12134,Undirected,151348,,,1,276,1.307171,0.021905522
14152,13961,Undirected,151349,,,1,277,0.063742,0.000705397
14151,13961,Undirected,151350,,,1,278,0.104272,0.001306177
14150,13239,Undirected,151351,,,1,279,0.290803,0.003521261
14149,13401,Undirected,151352,,,1,280,0.225982,0.001396512
14148,13963,Undirected,151353,,,1,281,0.035066,0.000221752
14147,6583,Undirected,151354,,,1,282,1.139021,0.007717416
14146,14145,Undirected,151355,,,1,283,0.931758,0.009533177
14145,13676,Undirected,151356,,,1,284,1.159595,0.008086123
14144,12939,Undirected,151357,,,1,285,0.4078,0.004495837
14143,12927,Undirected,151358,,,1,286,2.405239,0.027657748
14142,12935,Undirected,151359,,,1,287,0.313862,0.002807849
14141,12958,Undirected,151360,,,1,288,0.136392,0.001666755
14140,12957,Undirected,151361,,,1,289,0.202788,0.001874354
14139,12955,Undirected,151362,,,1,290,0.061921,0.000740901
14138,14136,Undirected,151363,,,1,291,0.681104,0.002983371
14137,4201,Undirected,151364,,,1,292,0.169208,0.001997088
14136,14135,Undirected,151365,,,1,293,0.335976,0.00460621
14135,12955,Undirected,151366,,,1,294,0.210058,0.001309747
14134,13632,Undirected,151367,,,1,295,0.156466,0.001577421
14133,13830,Undirected,151368,,,1,296,0.205064,0.001923254
14132,4844,Undirected,151369,,,1,297,0.149657,0.001189061
14131,12053,Undirected,151370,,,1,298,1.28843,0.014483615
14130,14031,Undirected,151371,,,1,299,0.019614,0.000133353
14129,13457,Undirected,151372,,,1,300,0.136032,0.001367636
14128,13406,Undirected,151373,,,1,301,0.113289,0.000259189
14127,14126,Undirected,151374,,,1,302,0.124062,0.001580506
14126,14125,Undirected,151375,,,1,303,0.143062,0.002147967
14125,13327,Undirected,151376,,,1,304,0.516706,0.002865561
14124,3357,Undirected,151377,,,1,305,1.016753,0.019440408
14123,13919,Undirected,151378,,,1,306,0.017778,0.000149468
14122,12947,Undirected,151379,,,1,307,0.117575,0.001385026
14121,978,Undirected,151380,,,1,308,0.891412,0.008995807
14120,13568,Undirected,151381,,,1,309,0.739863,0.009356132
14119,14118,Undirected,151382,,,1,310,0.237126,0.001617251
14118,14117,Undirected,151383,,,1,311,0.831779,0.01174715
14117,13162,Undirected,151384,,,1,312,0.104903,0.001434568
14116,13066,Undirected,151385,,,1,313,0.459368,0.002844568
14115,343,Undirected,151386,,,1,314,0.146251,0.001779767
14114,14113,Undirected,151387,,,1,315,0.143271,0.001629503
14113,13127,Undirected,151388,,,1,316,0.351733,0.002956258
14112,13132,Undirected,151389,,,1,317,0.293012,0.000475167
14111,13158,Undirected,151390,,,1,318,0.204306,0.002364985
14110,13156,Undirected,151391,,,1,319,0.443931,0.005865915
14109,13134,Undirected,151392,,,1,320,0.347482,0.005001363
14108,12892,Undirected,151393,,,1,321,0.905276,0.009270397
14107,13154,Undirected,151394,,,1,322,0.435325,0.005191591
14106,13098,Undirected,151395,,,1,323,0.627609,0.004085893
14105,13104,Undirected,151396,,,1,324,0.030319,0.000254809
14104,12803,Undirected,151397,,,1,325,0.33277,0.00226196
14103,12874,Undirected,151398,,,1,326,0.091779,0.001345879
14102,7141,Undirected,151399,,,1,327,0.798352,0.00434336
14101,13961,Undirected,151400,,,1,328,0.190881,0.003364854
14100,14095,Undirected,151401,,,1,329,0.111243,0.001719626
14099,13479,Undirected,151402,,,1,330,0.197025,0.002405153
14098,13885,Undirected,151403,,,1,331,0.111286,0.001070503
14097,13885,Undirected,151404,,,1,332,0.518773,0.003894105
14096,14095,Undirected,151405,,,1,333,0.35107,0.001519361
14095,13885,Undirected,151406,,,1,334,0.372586,0.003658905
14094,4201,Undirected,151407,,,1,335,0.179195,0.00032471
14093,12953,Undirected,151408,,,1,336,0.684863,0.012009016
14092,14090,Undirected,151409,,,1,337,0.383363,0.002097037
14091,12954,Undirected,151410,,,1,338,0.520825,0.004752694
14090,13748,Undirected,151411,,,1,339,0.293422,0.003639638
14089,13884,Undirected,151412,,,1,340,0.241377,0.002024485
14088,3913,Undirected,151413,,,1,341,0.667106,0.008480472
14087,14086,Undirected,151414,,,1,342,0.135137,0.002090179
14086,13883,Undirected,151415,,,1,343,0.173179,0.002364075
14085,13883,Undirected,151416,,,1,344,0.0907,0.001219738
14084,13883,Undirected,151417,,,1,345,0.242145,0.002504009
14083,13883,Undirected,151418,,,1,346,1.047961,0.015033255
14082,14081,Undirected,151419,,,1,347,0.26263,0.003517295
14081,14075,Undirected,151420,,,1,348,0.189056,0.001995711
14080,13882,Undirected,151421,,,1,349,0.564187,0.004773261
14079,13881,Undirected,151422,,,1,350,0.75702,0.008383386
14078,6735,Undirected,151423,,,1,351,0.106032,0.00086102
14077,14076,Undirected,151424,,,1,352,1.814034,0.013171397
14076,13882,Undirected,151425,,,1,353,0.638601,0.009804977
14075,6735,Undirected,151426,,,1,354,1.907868,0.016332737
14074,13880,Undirected,151427,,,1,355,0.468069,0.0029592
14073,14069,Undirected,151428,,,1,356,0.652324,0.005500057
14072,14071,Undirected,151429,,,1,357,0.712879,0.005864624
14071,4713,Undirected,151430,,,1,358,1.296435,0.006828994
14070,1273,Undirected,151431,,,1,359,0.216581,0.001029213
14069,2322,Undirected,151432,,,1,360,0.484765,0.007002556
14068,12950,Undirected,151433,,,1,361,0.448072,0.004009633
14067,14053,Undirected,151434,,,1,362,0.361531,0.005503307
14066,14053,Undirected,151435,,,1,363,0.071312,0.000675514
14065,12981,Undirected,151436,,,1,364,0.725301,0.00740823
14064,13884,Undirected,151437,,,1,365,0.273441,0.001399493
14063,12982,Undirected,151438,,,1,366,0.24076,0.002285059
14062,13878,Undirected,151439,,,1,367,0.170157,0.002472215
14061,4945,Undirected,151440,,,1,368,0.578141,0.002741338
14060,13832,Undirected,151441,,,1,369,0.116926,0.00121752
14059,13876,Undirected,151442,,,1,370,0.027238,0.000401764
14058,14057,Undirected,151443,,,1,371,0.019158,0.000208372
14057,13876,Undirected,151444,,,1,372,0.145276,0.00192826
14056,12983,Undirected,151445,,,1,373,0.260838,0.000731516
14055,13479,Undirected,151446,,,1,374,1.097281,0.012567825
14054,12911,Undirected,151447,,,1,375,0.289266,0.002442776
14053,12949,Undirected,151448,,,1,376,0.343478,0.004602681
14052,12950,Undirected,151449,,,1,377,0.675039,0.006315374
14051,12995,Undirected,151450,,,1,378,0.2061,0.001763434
14050,12993,Undirected,151451,,,1,379,0.204292,0.001588628
14049,12994,Undirected,151452,,,1,380,0.377753,0.0019102
14048,13709,Undirected,151453,,,1,381,0.019628,8.55E-05
14047,13873,Undirected,151454,,,1,382,0.03569,0.000325157
14046,13010,Undirected,151455,,,1,383,0.158302,0.002764957
14045,13009,Undirected,151456,,,1,384,0.310347,0.003504203
14044,13810,Undirected,151457,,,1,385,0.068138,0.000600693
14043,13495,Undirected,151458,,,1,386,0.15981,0.001409997
14042,13994,Undirected,151459,,,1,387,0.055368,0.000545908
14041,13442,Undirected,151460,,,1,388,0.15992,0.001815213
14040,13982,Undirected,151461,,,1,389,0.029091,0.000101241
14039,13431,Undirected,151462,,,1,390,0.118224,0.001093541
14038,13319,Undirected,151463,,,1,391,0.091525,0.001358165
14037,13244,Undirected,151464,,,1,392,0.121688,0.001185217
14036,7723,Undirected,151465,,,1,393,0.483788,0.002656773
14035,6815,Undirected,151466,,,1,394,0.459875,0.004846841
14034,13341,Undirected,151467,,,1,395,0.067737,0.00105218
14033,13318,Undirected,151468,,,1,396,0.088663,0.000502219
14032,13229,Undirected,151469,,,1,397,0.129547,0.001395452
14031,14030,Undirected,151470,,,1,398,0.040647,0.000453906
14030,13453,Undirected,151471,,,1,399,0.044568,0.00052424
14029,13312,Undirected,151472,,,1,400,0.047973,0.000692213
14028,13312,Undirected,151473,,,1,401,0.048571,0.000278338
14027,13571,Undirected,151474,,,1,402,0.052746,0.000290156
14026,13966,Undirected,151475,,,1,403,0.044814,0.000462164
14025,13356,Undirected,151476,,,1,404,0.038346,0.000341596
14024,12080,Undirected,151477,,,1,405,0.374591,0.003858391
14023,13622,Undirected,151478,,,1,406,0.106107,0.00124331
14022,13493,Undirected,151479,,,1,407,0.018999,0.000166786
14021,13494,Undirected,151480,,,1,408,0.228035,0.003606417
14020,13417,Undirected,151481,,,1,409,0.047087,0.000552918
14019,13488,Undirected,151482,,,1,410,0.051117,0.000762254
14018,14017,Undirected,151483,,,1,411,0.016385,0.000174921
14017,14016,Undirected,151484,,,1,412,0.028762,0.000104881
14016,14015,Undirected,151485,,,1,413,0.016101,0.000154573
14015,13325,Undirected,151486,,,1,414,0.019137,0.000188213
14014,13597,Undirected,151487,,,1,415,0.020267,0.000319363
14013,7390,Undirected,151488,,,1,416,0.08112,0.000846332
14012,13595,Undirected,151489,,,1,417,0.008264,2.84E-05
14011,14009,Undirected,151490,,,1,418,0.030109,0.000345283
14010,13597,Undirected,151491,,,1,419,0.149676,0.001192566
14009,13365,Undirected,151492,,,1,420,0.058174,0.000435625
14008,13446,Undirected,151493,,,1,421,0.058752,0.000603342
14007,13553,Undirected,151494,,,1,422,0.080608,0.00085547
14006,13759,Undirected,151495,,,1,423,0.086757,0.000928652
14005,13605,Undirected,151496,,,1,424,0.035368,0.000371492
14004,13399,Undirected,151497,,,1,425,0.031482,0.00015453
14003,13398,Undirected,151498,,,1,426,0.053445,0.00049777
14002,13759,Undirected,151499,,,1,427,0.023317,0.00015866
14001,13567,Undirected,151500,,,1,428,0.050542,0.000658448
14000,13397,Undirected,151501,,,1,429,0.051493,0.000606349
13999,13345,Undirected,151502,,,1,430,0.068053,0.000638001
13998,13342,Undirected,151503,,,1,431,0.067159,0.000756436
13997,13720,Undirected,151504,,,1,432,0.271797,0.002811121
13996,13271,Undirected,151505,,,1,433,0.060074,0.000404688
13995,13599,Undirected,151506,,,1,434,0.028912,0.000271624
13994,12232,Undirected,151507,,,1,435,0.207412,0.001932052
13993,13599,Undirected,151508,,,1,436,0.095499,0.000950989
13992,13201,Undirected,151509,,,1,437,0.054095,0.000468375
13991,12535,Undirected,151510,,,1,438,0.198521,0.002145747
13990,13732,Undirected,151511,,,1,439,0.095189,0.001290998
13989,13259,Undirected,151512,,,1,440,0.039822,0.00045288
13988,13704,Undirected,151513,,,1,441,0.136181,0.001142447
13987,13986,Undirected,151514,,,1,442,0.012369,0.000162713
13986,13985,Undirected,151515,,,1,443,0.272259,0.002160169
13985,13404,Undirected,151516,,,1,444,0.312559,0.002067815
13984,12544,Undirected,151517,,,1,445,0.024309,9.66E-05
13983,12457,Undirected,151518,,,1,446,0.035661,0.000295581
13982,13533,Undirected,151519,,,1,447,0.64906,0.00739463
13981,13643,Undirected,151520,,,1,448,0.045425,0.000492803
